x,y,topic_label_clean,title,media_name,phase,month,topic
1.4952601,11.059481,game_los_los angeles_angeles,"Rams, Chargers prepare for playoff games as fires rage through Los Angeles area",nfl.com,active_fire,2025-01,8
4.98155,0.6164922,said_angeles_los_los angeles,"Chargers, Rams among Los Angeles-area teams taking part in major donation for wildfire relief",nfl.com,active_fire,2025-01,11
-2.1550977,2.172059,said_angeles_los_los angeles,Devastating California Wildfires: Communities Brace Amidst Widespread Damage,themindcircle.com,active_fire,2025-01,11
-0.9516185,3.7882817,said_angeles_los_los angeles,'GoFundMe' effort underway to assist Rich Square native,roanoke-chowannewsherald.com,active_fire,2025-01,11
-2.2808914,-6.6740427,Outlier / mixed,Catastrophic Wildfires Devastating Tens of Billions of Dollars of Southern California Properties,worldpropertyjournal.com,active_fire,2025-01,-1
-1.9889277,1.0510008,said_angeles_los_los angeles,Rising from the ashes,roanoke-chowannewsherald.com,active_fire,2025-01,11
-1.7309829,5.9664993,said_angeles_los_los angeles,89 Percent of Homes Destroyed by Los Angeles Fires Were Single-Family Residences,worldpropertyjournal.com,active_fire,2025-01,11
-0.9811444,4.916214,said_angeles_los_los angeles,"Following historic wildfire disasters in Southern California, a statewide dry spell intensifies and extreme fire weather conditions persist in the south",weatherwest.com,active_fire,2025-01,11
1.6091026,11.0121565,game_los_los angeles_angeles,"Warm, wet atmospheric river to soak NorCal, w/mostly modest flood risk; SoCal likely to see at least some additional rain",weatherwest.com,active_fire,2025-01,8
7.528668,2.8955483,game_los_los angeles_angeles,Rams to touch down at Los Angeles Fire Department (LAFD) Air Operations for the Zillow Draft Headquarters,therams.com,later_recovery,2025-04,8
2.5965059,1.9082344,said_angeles_los_los angeles,Rams showcase talent of tomorrow through series of Women’s History Month celebrations,therams.com,early_recovery,2025-03,11
3.8622377,1.9961888,said_angeles_los_los angeles,Celebrating Black History Month With Brandon Smith,chargers.com,early_recovery,2025-02,11
7.5128555,2.9707084,game_los_los angeles_angeles,Celebrating Black History Month With Nikki High,chargers.com,early_recovery,2025-02,8
7.4987764,2.9773529,game_los_los angeles_angeles,Matthew and Kelly Stafford surprise Pasadena High football team with new uniforms and brand new equipment for 2025 season,therams.com,early_recovery,2025-03,8
1.9206015,4.589261,said_angeles_los_los angeles,"Chargers, Harbaugh Host Muir HS Football Program Affected by Recent Fires",chargers.com,early_recovery,2025-02,11
1.4355717,1.7456417,said_angeles_los_los angeles,Sheriff's reports from March 19-25,shelbycountyreporter.com,later_recovery,2025-04,11
9.909609,-3.6663249,game_los_los angeles_angeles,It's Come to This,cityweekly.net,early_recovery,2025-02,8
4.926903,-3.2538,said_angeles_los_los angeles,Salt Lakers can prepare now for fire risks in the summer and fall.,cityweekly.net,later_recovery,2025-04,11
2.924392,1.3521193,said_angeles_los_los angeles,"2025 Grammys recap: Beyoncé's big night, artists show support for LA a...",dallasexaminer.com,early_recovery,2025-02,11
-2.5568635,-7.3399315,Outlier / mixed,"In fire's wake, a community comes together to prevent future disasters",dallasexaminer.com,early_recovery,2025-02,-1
2.5389435,4.9547443,said_angeles_los_los angeles,Are any of us really ready for fire season?,dallasexaminer.com,later_recovery,2025-06,11
-1.1317648,4.710791,said_angeles_los_los angeles,Bipartisan tax legislation would assist disaster victims get back to w...,dallasexaminer.com,early_recovery,2025-03,11
-2.1277633,4.1118345,said_angeles_los_los angeles,LA Wildfires Rank Among California's Most Destructive As Climate Change Fuels Devastation,hngn.com,active_fire,2025-01,11
6.7668834,-11.129135,air_air quality_quality_smoke,"Palisades, Eaton And Hurst Fires Across LA Destroy Homes, Force Evacuation",hngn.com,active_fire,2025-01,3
1.1433045,4.9543505,said_angeles_los_los angeles,Southern California Wildfires: Serious Air Quality Hazards As Blaze Still Largely Uncontained,hngn.com,active_fire,2025-01,11
1.5717692,11.053551,game_los_los angeles_angeles,Kamala Harris in Altadena to tour Eaton Fire zone,foxla.com,active_fire,2025-01,8
2.695816,4.6710553,said_angeles_los_los angeles,"Trump order targets rebuilding after California wildfires, Newsom seeks money instead",whatreallyhappened.com,later_recovery,2025-06,11
6.614574,-10.917014,said_angeles_los_los angeles,Governor Newsom extends protections for LA firestorm survivors and reiterates new deadline extension to apply for federal assistance for Los Angeles fires,theonmenetwork.com,early_recovery,2025-03,11
4.1241045,8.063319,said_angeles_los_los angeles,"Post-wildfires, toxic smoke a lasting health concern in California",kiowacountypress.net,later_recovery,2025-04,11
10.599851,11.6571865,cbs_news_cbs news_sports,Here's the biggest news you missed this weekend,aol.com,early_recovery,2025-02,1
10.606171,11.68677,cbs_news_cbs news_sports,Coffee with CBS LA,cbsnews.com,early_recovery,2025-03,1
2.3805866,8.313982,said_angeles_los_los angeles,Coffee with CBS LA shares stories of rebuilding and moving forward,cbsnews.com,early_recovery,2025-03,11
0.56593823,-4.3644075,edison_utility_eaton_lines,‘A school on a hill’: Students start returning to campus in L.A.’s fire-damaged region,edsource.org,later_recovery,2025-05,2
2.654776,3.8978689,said_angeles_los_los angeles,"Federal government sues California utility, alleging equipment sparked deadly wildfires",abc10.com,later_recovery,2025-04,11
0.8439696,1.6638458,said_angeles_los_los angeles,COMMENTARY: California community colleges tackle workforce shortages post-wildfires,edsource.org,later_recovery,2025-05,11
-0.47854874,3.3354483,said_angeles_los_los angeles,LA wildfire victims remembered: Surfer. Adventurer. Matriarchs.,bucyrustelegraphforum.com,active_fire,2025-01,11
-0.11365763,1.3237327,said_angeles_los_los angeles,Fire prompts thousands of evacuations in California,fbcnews.com.fj,later_recovery,2025-06,11
0.6416758,14.013497,Outlier / mixed,"Victims killed in the L.A. wildfires include father and son, world traveler, former child actor",cbsnews.com,active_fire,2025-01,-1
2.355948,8.226987,said_angeles_los_los angeles,California's FAIR Plan facing legal action from State Insurance Commissioner for smoke damage claims,abc10.com,active_fire,2025-01,11
3.7491908,2.9404871,said_angeles_los_los angeles,Thousands of California students attend schools in high fire danger zones,edsource.org,later_recovery,2025-05,11
-2.1500616,1.6100366,said_angeles_los_los angeles,"Wall Street Backs Los Angeles Wildfire Lawsuits, Chasing Billions",yahoo.com,later_recovery,2025-06,11
1.7883226,2.8682082,said_angeles_los_los angeles,Home Prices Rise Near Wildfire Zones Despite Disaster Risk,freerepublic.com,later_recovery,2025-06,11
2.6833982,8.241289,said_angeles_los_los angeles,Eaton fire's 18th victim has been identified. He was an actor and a teacher,latimes.com,later_recovery,2025-06,11
-2.1323473,3.9245896,said_angeles_los_los angeles,Belonging at Flintridge Prep: The Power of Community in Every Moment,pasadenanow.com,later_recovery,2025-06,11
3.278336,1.6094007,said_angeles_los_los angeles,Demolition begins at school damaged by Eaton Fire in Altadena,abc7.com,later_recovery,2025-06,11
-0.9792008,0.44537094,said_angeles_los_los angeles,"SoCal Gas donates $75,000 toward fire recovery for small business in Altadena",sgvtribune.com,later_recovery,2025-06,11
6.8201923,4.2386823,said_angeles_los_los angeles,"After the LA fires, mortgage companies promised to give devastated homeowners a break. Some have not",laist.com,later_recovery,2025-06,11
1.402042,10.2619505,said_angeles_los_los angeles,SoCal Police to Use Drones to Catch Illegal Fireworks on July 4,breitbart.com,later_recovery,2025-06,11
-6.0830493,0.21456,Outlier / mixed,L.A. County firefighters to receive Pat Tillman Award at ESPYs,latimes.com,later_recovery,2025-06,-1
-0.6425889,5.2166553,said_angeles_los_los angeles,These gorgeous housing designs could remake Los Angeles's fire-ravaged neighborhoods,fastcompany.com,later_recovery,2025-06,11
3.8349338,4.6322384,alerts_alert_emergency_evacuation,How Safe Are Coachella Valley Cities From Wildfires?,palmspringslife.com,later_recovery,2025-06,10
-3.5002453,1.9975766,said_angeles_los_los angeles,LA County Lawmaker Wants Audit To Examine Eaton And Palisades Fire Responses,newsone.com,later_recovery,2025-06,11
1.4371908,10.295923,said_angeles_los_los angeles,"Wall Street Backs LA Wildfire Lawsuits, Chasing Billions",claimsjournal.com,later_recovery,2025-06,11
3.5680325,7.1897225,said_angeles_los_los angeles,"NASA’s Curiosity Mars Rover Finds Cemented Ridges, Clues Red Planet's Vanished Lakes and Rivers",clarksvilleonline.com,later_recovery,2025-06,11
3.512575,7.261203,said_angeles_los_los angeles,What Will It Take to End Trump’s ICE Raids?,smirkingchimp.com,later_recovery,2025-06,11
5.050879,-0.109189056,said_angeles_los_los angeles,"Immigration enforcement sparks outrage, protests in L.A. — but how many arrests?",latimes.com,later_recovery,2025-06,11
2.5015514,2.651254,said_angeles_los_los angeles,One person injured in Colina Del Sol structure fire: SDFD,nbcsandiego.com,later_recovery,2025-06,11
2.6685662,2.9940896,said_angeles_los_los angeles,New exhibit 'Ode to Dena' explores Altadena’s deep Black artistic legacy,laist.com,later_recovery,2025-06,11
0.30003476,-6.0464225,Outlier / mixed,Commentary: Newsom’s Message to Trump Administration on California Power Grab Is Clear -- He’s Not Backing Down,blackvoicenews.com,later_recovery,2025-06,-1
1.9983743,3.4753017,said_angeles_los_los angeles,"Flaw in Edison’s equipment in Sylmar sparked two major wildfires in last six years, lawyers say",latimes.com,later_recovery,2025-06,11
3.6397855,13.653995,Outlier / mixed,"The emotional toll of climate change is broad-ranging, especially for young people",greeleytribune.com,later_recovery,2025-06,-1
3.9035392,2.386605,said_angeles_los_los angeles,11 burglars repeatedly ransacked a California woman's home. Then the bears came,latimes.com,later_recovery,2025-06,11
2.6625743,3.0393014,said_angeles_los_los angeles,"After the Eaton Fire, seed library blooms among books",dailynews.com,later_recovery,2025-06,11
6.8155246,4.2439213,said_angeles_los_los angeles,"For the first time on July 4th, drones will be used to catch illegal fireworks violators in some cities",sbsun.com,later_recovery,2025-06,11
6.816974,4.244029,said_angeles_los_los angeles,"Want residents, not politicians, to find answers to LA’s thorniest problems? Try a civic assembly",laist.com,later_recovery,2025-06,11
3.8561053,3.2478828,said_angeles_los_los angeles,Density or safety? Dilemma of rebuilding homes in fire zones,kcrw.com,later_recovery,2025-06,11
2.672762,0.29554525,said_angeles_los_los angeles,The 6 Best Stocks To Buy Now For July 2025,forbes.com,later_recovery,2025-06,11
2.6731784,0.29126593,said_angeles_los_los angeles,"Hero Tells Mom on Burning 3rd Floor: ‘Drop the baby, I am going to catch her’",goodnewsnetwork.org,later_recovery,2025-06,11
2.6769464,0.2786054,said_angeles_los_los angeles,"Video Bear and coyote keep each other company in fire-ravaged Altadena, California",abcnews.go.com,later_recovery,2025-06,11
2.6837046,0.26944333,said_angeles_los_los angeles,"A temporary mural in Altadena, on the remains of a burned building, honors Eaton fire heroes",dailybreeze.com,later_recovery,2025-06,11
0.3255751,6.1661696,said_angeles_los_los angeles,Newsom’s Message to Trump Administration Is Clear,sdvoice.info,later_recovery,2025-06,11
-7.4155045,5.437948,epa_debris_soil_site,"Things to do in the San Gabriel Valley and Whittier, June 27-July 4",sgvtribune.com,later_recovery,2025-06,5
0.30391034,6.1719847,said_angeles_los_los angeles,"WATCH: Bear and coyote keep each other company in fire-ravaged Altadena, California",kxly920.com,later_recovery,2025-06,11
4.117885,-2.6851742,said_angeles_los_los angeles,Palisades reservoir that was empty ‘on the one day in history it was needed most’ is back online,latimes.com,later_recovery,2025-06,11
-0.6721191,5.073988,said_angeles_los_los angeles,Last chance for L.A. firestorm victims to have their blood lead levels tested for free,latimes.com,later_recovery,2025-06,11
2.9502144,1.2562629,said_angeles_los_los angeles,Santa Ynez Reservoir in Pacific Palisades repaired and partially refilled,cbsnews.com,later_recovery,2025-06,11
4.5422287,-1.5992411,said_angeles_los_los angeles,“My Tendency Is to Prioritize Collaboration”: Eva Steinmetz on Her Student Short Film Showcase Winner Marina,filmmakermagazine.com,later_recovery,2025-06,11
0.99671584,1.7633251,said_angeles_los_los angeles,Watch our June 2025 'Wildfire Ready' special,kcra.com,later_recovery,2025-06,11
10.654839,11.710489,cbs_news_cbs news_sports,Habitat for Humanity starts rebuilding homes lost in Eaton Fire with 'Walls of Hope',abc7.com,later_recovery,2025-06,1
0.42579067,6.423504,said_angeles_los_los angeles,This Family’s Emotional Backstory Fueled One of 'America's Got Talent's Most Uplifting Acts,collider.com,later_recovery,2025-06,11
3.6146195,7.107899,said_angeles_los_los angeles,‘We Just Had to Get Out’: LA Wildfire Survivors Stress Emergency Planning,keyt.com,later_recovery,2025-06,11
6.38035,5.581639,epa_debris_soil_site,More than a pipe dream: Tahoe bolsters water infrastructure for larger fires,kcra.com,later_recovery,2025-06,5
3.0388122,1.2786177,said_angeles_los_los angeles,"Eaton fire debris cleanup in Pasadena moves swiftly, nearly done, officials say",dailynews.com,later_recovery,2025-06,11
3.079898,1.180663,said_angeles_los_los angeles,Hundreds volunteer in Brookside Park to build homes for Eaton Fire victims,whittierdailynews.com,later_recovery,2025-06,11
0.6382635,14.002603,Outlier / mixed,The Bridge to Nowhere hike has reopened. But is it actually safe to go?,latimes.com,later_recovery,2025-06,-1
-0.5757628,2.058378,said_angeles_los_los angeles,Theater fundraiser benefits Eaton Fire victims,signalscv.com,later_recovery,2025-06,11
3.5392091,0.72722936,said_angeles_los_los angeles,Fourth of July 2025: Where to watch dazzling firework displays in SoCal,nbclosangeles.com,later_recovery,2025-06,11
2.4063556,3.8496566,said_angeles_los_los angeles,"Judge Says California FAIR Plan Violating Law, Industry Also Fighting Consumer Group Suit",claimsjournal.com,later_recovery,2025-06,11
4.0373297,6.601302,said_angeles_los_los angeles,Fourth of July changes: why some cities are skipping the fireworks and festivities this year,laist.com,later_recovery,2025-06,11
3.9699125,3.0002885,said_angeles_los_los angeles,High Tea – Tool of Choice for St. Luke’s,crescentavalleyweekly.com,later_recovery,2025-06,11
4.5624647,6.9831343,said_angeles_los_los angeles,The Role of Immigrant “Second Responders”—What the LA Wildfires Teach Us,nonprofitquarterly.org,later_recovery,2025-06,11
4.457563,-2.155444,said_angeles_los_los angeles,"Data Rescue Project Portal, United Nations History, Google, More: Thursday ResearchBuzz, June 26, 2025",researchbuzz.me,later_recovery,2025-06,11
3.5713575,7.2099376,said_angeles_los_los angeles,The ongoing impact of California’s Eaton Fire on mothers,stanford.edu,later_recovery,2025-06,11
0.64017445,14.004504,Outlier / mixed,Hegseth slams media over reports on effectiveness of Iran nuclear site strikes,nbcnews.com,later_recovery,2025-06,-1
4.2201366,2.2764268,said_angeles_los_los angeles,Cory Henry returns to Inglewood,ourweekly.com,later_recovery,2025-06,11
-1.1643001,1.1671412,said_angeles_los_los angeles,What it Will Take to Stop Trump’s ICE Raids,counterpunch.org,later_recovery,2025-06,11
-1.1690178,1.1709446,said_angeles_los_los angeles,Judge rules California’s FAIR Plan must pay smoke damage claims,sandiegouniontribune.com,later_recovery,2025-06,11
0.64031434,14.004609,Outlier / mixed,"First Partner launches and expands her annual Book Club, celebrates libraries as community treasures open to all Californians",ca.gov,later_recovery,2025-06,-1
0.63963425,14.005162,Outlier / mixed,Pasadena’s first permits issued after Eaton fire pave path to ‘building back really quickly’,whittierdailynews.com,later_recovery,2025-06,-1
-1.1210859,1.1379373,said_angeles_los_los angeles,"In landmark decision, judge rules California FAIR Plan's smoke-damage policy illegal",latimes.com,later_recovery,2025-06,11
7.529445,4.7197566,Outlier / mixed,Letters to the Editor: Proposed Zone 0 fire-safety regulation needs more scrutiny,latimes.com,later_recovery,2025-06,-1
-3.5354872,1.5983928,said_angeles_los_los angeles,"Commentary: Pasadena mayor's keepsake, a coffee can, is a reminder of when his family was undocumented",latimes.com,later_recovery,2025-06,11
2.9153934,-6.651651,rain_debris_areas_storm,City’s Economic Development Team Earns Statewide Merit Award,pasadenanow.com,later_recovery,2025-06,6
4.577491,6.9550214,said_angeles_los_los angeles,"At Jackie Robinson's High School, Altadena Rebuilds After Fire",longreads.com,later_recovery,2025-06,11
-0.6469496,-0.91980225,said_angeles_los_los angeles,Homes With Toxic Smoke Damage Deepen Insurance Nightmare in LA,claimsjournal.com,later_recovery,2025-06,11
5.034971,-3.2317688,said_angeles_los_los angeles,Lake Tahoe Boating Accident & Wrongful Death Attorneys at The Wagner Law Group Identify Those Who Died in The Lake Tahoe Boat Capsizing,24-7pressrelease.com,later_recovery,2025-06,11
3.9367507,1.6272563,said_angeles_los_los angeles,Trump holds press conference at NATO summit,nbcnews.com,later_recovery,2025-06,11
2.6172893,6.7789664,said_angeles_los_los angeles,"‘I’m not going anywhere’: For 1 Altadena fire survivor, the math makes sense to rebuild",courant.com,later_recovery,2025-06,11
-1.7407228,0.2937206,said_angeles_los_los angeles,Altadena Meals on Wheels resumes service to provide food for seniors,nbclosangeles.com,later_recovery,2025-06,11
-1.7413442,0.28100556,said_angeles_los_los angeles,Commentary: Newsom’s Message to Trump Administration on California Power Grab Is Clear — He’s Not Backing Down,sb-american.com,later_recovery,2025-06,11
-1.7324377,0.27166152,said_angeles_los_los angeles,LA County extends limits to stop rent-gouging of those displaced by January fires,whittierdailynews.com,later_recovery,2025-06,11
10.693693,11.351056,cbs_news_cbs news_sports,Rebuilding Altadena With Catalog Homes And Collective Action,popularresistance.org,later_recovery,2025-06,1
4.3526187,7.4260006,said_angeles_los_los angeles,First Pasadena home rebuild following Eaton Fire is underway,cbsnews.com,later_recovery,2025-06,11
1.5864697,1.2455722,said_angeles_los_los angeles,Pasadena homeowner celebrates first rebuild in the city following Eaton Fire damages,cbsnews.com,later_recovery,2025-06,11
-1.9831027,1.0025315,said_angeles_los_los angeles,'Tehrangeles' author: 'We don’t want Iran bombed. We don't want the regime to be there',latimes.com,later_recovery,2025-06,11
3.9001265,2.2015436,said_angeles_los_los angeles,Wall Street hedge funds gamble with Eaton Fire insurance claims,gazette.com,later_recovery,2025-06,11
2.3240738,1.8210666,said_angeles_los_los angeles,"As jacarandas bloom throughout L.A., fire victims hope their burned trees will flower too",latimes.com,later_recovery,2025-06,11
-2.782282,12.73239,epa_debris_soil_site,Housing Tracker: Southern California home prices dip in May,latimes.com,later_recovery,2025-06,5
0.22379708,-4.2325907,edison_utility_eaton_lines,New Project Will Map Fire-Ravaged Altadena’s Cultural Heritage,hyperallergic.com,later_recovery,2025-06,2
0.59670794,-4.486376,edison_utility_eaton_lines,L.A. Homeowners Face Toxic Hazards After Wildfires,nytimes.com,later_recovery,2025-06,2
2.2753015,16.881117,Outlier / mixed,‘Above-normal fire potential’: San Diego Gas & Electric prepares for peak wildfire season,columbian.com,later_recovery,2025-06,-1
4.00421,0.96679056,said_angeles_los_los angeles,Singleton Schreiber: Union Pacific Sued Over Train Sparks that Allegedly Ignited Rowena Fire,finanznachrichten.de,later_recovery,2025-06,11
6.424798,8.54866,said_angeles_los_los angeles,How Wall Street hedge funds are gambling millions on Eaton fire insurance claims,latimes.com,later_recovery,2025-06,11
5.412479,2.68167,said_angeles_los_los angeles,California Focus: Will consumers pay utility’s big fire fine?,ukiahdailyjournal.com,later_recovery,2025-06,11
5.3917627,2.6813383,said_angeles_los_los angeles,"SoCalGas Donates $75,000 to Pasadena Chamber Foundation to Support Altadena Small Business Recovery Following Eaton Fire",benzinga.com,later_recovery,2025-06,11
-1.7651576,6.1225286,said_angeles_los_los angeles,"Lopez: Months later, our pets still bear the costs of our fires",eastbaytimes.com,later_recovery,2025-06,11
2.2724996,-0.08782637,Outlier / mixed,Lake Tahoe Boating Injury & Wrongful Death Attorneys Announce Storm Damage Hotline at (833) 200-7111,24-7pressrelease.com,later_recovery,2025-06,-1
2.5788088,0.950423,said_angeles_los_los angeles,‘Above-normal fire potential’: SDG&E prepares for peak wildfire season,sandiegouniontribune.com,later_recovery,2025-06,11
2.5959346,0.9587029,said_angeles_los_los angeles,"National Eucharistic Pilgrimage arrives in Los Angeles, bringing hope and Christ",texascatholic.com,later_recovery,2025-06,11
7.0748715,-3.8983243,Outlier / mixed,She keeps asking the big questions — and millions of viewers keep pouring in to hear the answers,forward.com,later_recovery,2025-06,-1
2.7021513,6.6764197,said_angeles_los_los angeles,Photos: Community book giveaway replenishes collections lost in Eaton fire,sgvtribune.com,later_recovery,2025-06,11
3.4195642,7.123572,said_angeles_los_los angeles,First-ever ‘Dine Out Pasadena Streetfest’ showcases city’s culinary scene,sgvtribune.com,later_recovery,2025-06,11
4.2710233,0.26879716,said_angeles_los_los angeles,CA once supported anti-immigrant measures. What changed?,calmatters.org,later_recovery,2025-06,11
2.5922096,0.94129395,said_angeles_los_los angeles,LAPD's protest response draws complaints,latimes.com,later_recovery,2025-06,11
2.9233038,1.4307847,said_angeles_los_los angeles,When the World Catches Fire: National Eucharistic Pilgrimage,ncregister.com,later_recovery,2025-06,11
2.5949888,0.97203225,said_angeles_los_los angeles,National Eucharistic Pilgrimage concludes with Corpus Christi Mass in LA,catholicnewsagency.com,later_recovery,2025-06,11
2.6211293,1.0017014,said_angeles_los_los angeles,SGV Habitat granted millions for home rebuilding Eaton fire recovery effort,sgvtribune.com,later_recovery,2025-06,11
2.5710237,0.9156081,said_angeles_los_los angeles,"National Eucharistic Pilgrimage arrives in Los Angeles: 'Just trying to see God in each day, in the simple things'",thedialog.org,later_recovery,2025-06,11
-0.9204429,0.4579703,said_angeles_los_los angeles,"'I'm not going anywhere': For one Altadena fire survivor, the math makes sense to rebuild",latimes.com,later_recovery,2025-06,11
1.234416,1.3732383,said_angeles_los_los angeles,In-N-Out Hair Lawsuit,patch.com,later_recovery,2025-06,11
1.241341,1.3642226,said_angeles_los_los angeles,How Effectively Will CalAssist Help?,labusinessjournal.com,later_recovery,2025-06,11
2.466399,3.6005914,said_angeles_los_los angeles,"Like the fireflies of my youth, strangers bring light into my life",dailybulletin.com,later_recovery,2025-06,11
1.2369444,1.3641877,said_angeles_los_los angeles,San Buenaventura Mission welcomes National Eucharistic Pilgrimage,angelusnews.com,later_recovery,2025-06,11
1.2283914,1.3746613,said_angeles_los_los angeles,"Commission Proposes New Local Authorities for Palisades, Malibu, Altadena After Fire",breitbart.com,later_recovery,2025-06,11
2.6053412,0.9807296,said_angeles_los_los angeles,National Eucharistic Pilgrimage stops in Altadena fire zone,angelusnews.com,later_recovery,2025-06,11
3.344799,7.110922,said_angeles_los_los angeles,"A 3,000-mile pilgrimage makes its way to LA-area burn zones",dailynews.com,later_recovery,2025-06,11
6.9778576,-0.8387913,Outlier / mixed,ICE raids quiet SoCal's Asian hubs,laist.com,later_recovery,2025-06,-1
6.9759016,-0.8388678,Outlier / mixed,Head of Metro Board asks for agency’s protocol if immigration officers board buses and trains,laist.com,later_recovery,2025-06,-1
6.9789996,-0.8413038,Outlier / mixed,Let Wildfire Burn Zones Rebuild the Right Way,independent.org,later_recovery,2025-06,-1
1.8270726,1.9608527,said_angeles_los_los angeles,An LA County botanical gem to offer wildfire survivors a garden respite as six months post-fire near,sgvtribune.com,later_recovery,2025-06,11
6.842775,13.091496,said_angeles_los_los angeles,Altadena ICE raid highlights fears that roundups will stymie rebuilding efforts,latimes.com,later_recovery,2025-06,11
2.509235,3.6563022,said_angeles_los_los angeles,Gray bill would create rapid response standard for wildfires,turlockjournal.com,later_recovery,2025-06,11
2.444352,3.682884,said_angeles_los_los angeles,JD Vance Calls Sen. Alex Padilla 'José' in Dig That California Officials Say Was 'Not an Accident',thewrap.com,later_recovery,2025-06,11
4.956573,-0.023259837,said_angeles_los_los angeles,Why some Eaton Fire victims are choosing to sell their properties,cbsnews.com,later_recovery,2025-06,11
0.4859333,-4.4785585,edison_utility_eaton_lines,Interview: Former Sen. Steven Bradford Explains Why He’s Running for Insurance Commissioner — Not Lieutenant Governor,sacculturalhub.com,later_recovery,2025-06,2
3.3876786,7.093814,said_angeles_los_los angeles,"Officials should help rebuild fire-safe neighborhoods, says UCLA report for LA County",whittierdailynews.com,later_recovery,2025-06,11
2.4824352,3.6108096,said_angeles_los_los angeles,'Ode to ’Dena' at CAAM explores the legacy of Black artists in Altadena: L.A. arts and culture this weekend,latimes.com,later_recovery,2025-06,11
2.4983416,8.187354,said_angeles_los_los angeles,What children in poverty could lose from the 'Big Beautiful Bill',laist.com,later_recovery,2025-06,11
1.6181188,2.3539598,said_angeles_los_los angeles,Federal government could put millions of acres of SoCal public land up for sale,laist.com,later_recovery,2025-06,11
-5.4269137,1.0245942,said_angeles_los_los angeles,"Help for LA renters facing eviction at risk as city attorney refuses to sign contract, tenant advocates say",laist.com,later_recovery,2025-06,11
-5.4276867,1.0244149,said_angeles_los_los angeles,Planning to visit the Getty Villa when it reopens? Here’s a look at what to expect,laist.com,later_recovery,2025-06,11
